x,y,z,r,g,b
0.0,0.9916666666666667,0.0,0.0,0.0,0.0
0.00625,0.0,0.0,0.0,0.0,0.0
0.00625,0.008333333333333333,0.0,0.0,0.0,0.0
0.00625,0.016666666666666666,0.0,0.0,0.0,0.0
0.00625,0.025,0.0,0.0,0.0,0.0
0.00625,0.03333333333333333,0.0,0.0,0.0,0.0
0.00625,0.041666666666666664,0.0,0.0,0.0,0.0
0.00625,0.05,0.0,0.0,0.0,0.0
0.00625,0.058333333333333334,0.0,0.0,0.0,0.0
0.00625,0.06666666666666667,0.0,0.0,0.0,0.0
0.00625,0.075,0.0,0.0,0.0,0.0
0.00625,0.08333333333333333,0.0,0.0,0.0,0.0
0.00625,0.09166666666666666,0.0,0.0,0.0,0.0
0.00625,0.1,0.0,0.0,0.0,0.0
0.00625,0.10833333333333334,0.0,0.0,0.0,0.0
0.00625,0.11666666666666667,0.0,0.0,0.0,0.0
0.00625,0.125,0.0,0.0,0.0,0.0
0.00625,0.13333333333333333,0.0,0.0,0.0,0.0
0.00625,0.14166666666666666,0.0,0.0,0.0,0.0
0.00625,0.15,0.0,0.0,0.0,0.0
0.00625,0.15833333333333333,0.0,0.0,0.0,0.0
0.00625,0.16666666666666666,0.0,0.0,0.0,0.0
0.00625,0.175,0.0,0.0,0.0,0.0
0.00625,0.18333333333333332,0.0,0.0,0.0,0.0
0.00625,0.19166666666666668,0.0,0.0,0.0,0.0
0.00625,0.2,0.0,0.0,0.0,0.0
0.00625,0.20833333333333334,0.0,0.0,0.0,0.0
0.00625,0.21666666666666667,0.0,0.0,0.0,0.0
0.00625,0.225,0.0,0.0,0.0,0.0
0.00625,0.23333333333333334,0.0,0.0,0.0,0.0
0.00625,0.24166666666666667,0.0,0.0,0.0,0.0
0.00625,0.25,0.0,0.0,0.0,0.0
0.00625,0.25833333333333336,0.0,0.0,0.0,0.0
0.00625,0.26666666666666666,0.0,0.0,0.0,0.0
0.00625,0.275,0.0,0.0,0.0,0.0
0.00625,0.2833333333333333,0.0,0.0,0.0,0.0
0.00625,0.2916666666666667,0.0,0.0,0.0,0.0
0.00625,0.3,0.0,0.0,0.0,0.0
0.00625,0.30833333333333335,0.0,0.0,0.0,0.0
0.00625,0.31666666666666665,0.0,0.0,0.0,0.0
0.00625,0.325,0.0,0.0,0.0,0.0
0.00625,0.3333333333333333,0.0,0.0,0.0,0.0
0.00625,0.3416666666666667,0.0,0.0,0.0,0.0
0.00625,0.35,0.0,0.0,0.0,0.0
0.00625,0.35833333333333334,0.0,0.0,0.0,0.0
0.00625,0.36666666666666664,0.0,0.0,0.0,0.0
0.00625,0.375,0.0,0.0,0.0,0.0
0.00625,0.38333333333333336,0.0,0.0,0.0,0.0
0.00625,0.39166666666666666,0.0,0.0,0.0,0.0
0.00625,0.4,0.0,0.0,0.0,0.0
0.00625,0.4083333333333333,0.0,0.0,0.0,0.0
0.00625,0.4166666666666667,0.0,0.0,0.0,0.0
0.00625,0.425,0.0,0.0,0.0,0.0
0.00625,0.43333333333333335,0.0,0.0,0.0,0.0
0.00625,0.44166666666666665,0.0,0.0,0.0,0.0
0.00625,0.45,0.0,0.0,0.0,0.0
0.00625,0.4583333333333333,0.0,0.0,0.0,0.0
0.00625,0.4666666666666667,0.0,0.0,0.0,0.0
0.00625,0.475,0.0,0.0,0.0,0.0
0.00625,0.48333333333333334,0.0,0.0,0.0,0.0
0.00625,0.49166666666666664,0.0,0.0,0.0,0.0
0.00625,0.5,0.0,0.0,0.0,0.0
0.00625,0.5083333333333333,0.0,0.0,0.0,0.0
0.00625,0.5166666666666667,0.0,0.0,0.0,0.0
0.00625,0.525,0.0,0.0,0.0,0.0
0.00625,0.5333333333333333,0.0,0.0,0.0,0.0
0.00625,0.5416666666666666,0.0,0.0,0.0,0.0
0.00625,0.55,0.0,0.0,0.0,0.0
0.00625,0.5583333333333333,0.0,0.0,0.0,0.0
0.00625,0.5666666666666667,0.0,0.0,0.0,0.0
0.00625,0.575,0.0,0.0,0.0,0.0
0.00625,0.5833333333333334,0.0,0.0,0.0,0.0
0.00625,0.5916666666666667,0.0,0.0,0.0,0.0
0.00625,0.6,0.0,0.0,0.0,0.0
0.00625,0.6083333333333333,0.0,0.0,0.0,0.0
0.00625,0.6166666666666667,0.0,0.0,0.0,0.0
0.00625,0.625,0.0,0.0,0.0,0.0
0.00625,0.6333333333333333,0.0,0.0,0.0,0.0
0.00625,0.6416666666666667,0.0,0.0,0.0,0.0
0.00625,0.65,0.0,0.0,0.0,0.0
0.00625,0.6583333333333333,0.0,0.0,0.0,0.0
0.00625,0.6666666666666666,0.0,0.0,0.0,0.0
0.00625,0.675,0.0,0.0,0.0,0.0
0.00625,0.6833333333333333,0.0,0.0,0.0,0.0
0.00625,0.6916666666666667,0.0,0.0,0.0,0.0
0.00625,0.7,0.0,0.0,0.0,0.0
0.00625,0.7083333333333334,0.0,0.0,0.0,0.0
0.00625,0.7166666666666667,0.0,0.0,0.0,0.0
0.00625,0.725,0.0,0.0,0.0,0.0
0.00625,0.7333333333333333,0.0,0.0,0.0,0.0
0.00625,0.7416666666666667,0.0,0.0,0.0,0.0
0.00625,0.75,0.0,0.0,0.0,0.0
0.00625,0.7583333333333333,0.0,0.0,0.0,0.0
0.00625,0.7666666666666667,0.0,0.0,0.0,0.0
0.00625,0.775,0.0,0.0,0.0,0.0
0.00625,0.7833333333333333,0.0,0.0,0.0,0.0
0.00625,0.7916666666666666,0.0,0.0,0.0,0.0
0.00625,0.8,0.0,0.0,0.0,0.0
0.00625,0.8083333333333333,0.0,0.0,0.0,0.0
0.00625,0.8166666666666667,0.0,0.0,0.0,0.0
0.00625,0.825,0.0,0.0,0.0,0.0
0.00625,0.8333333333333334,0.0,0.0,0.0,0.0
0.00625,0.8416666666666667,0.0,0.0,0.0,0.0
0.00625,0.85,0.0,0.0,0.0,0.0
0.00625,0.8583333333333333,0.0,0.0,0.0,0.0
0.00625,0.8666666666666667,0.0,0.0,0.0,0.0
0.00625,0.875,0.0,0.0,0.0,0.0
0.00625,0.8833333333333333,0.0,0.0,0.0,0.0
0.00625,0.8916666666666667,0.0,0.0,0.0,0.0
0.00625,0.9,0.0,0.0,0.0,0.0
0.00625,0.9083333333333333,0.0,0.0,0.0,0.0
0.00625,0.9166666666666666,0.0,0.0,0.0,0.0
0.00625,0.925,0.0,0.0,0.0,0.0
0.00625,0.9333333333333333,0.0,0.0,0.0,0.0
0.00625,0.9416666666666667,0.0,0.0,0.0,0.0
0.00625,0.95,0.0,0.0,0.0,0.0
0.00625,0.9583333333333334,0.0,0.0,0.0,0.0
0.00625,0.9666666666666667,0.0,0.0,0.0,0.0
0.00625,0.975,0.0,0.0,0.0,0.0
0.00625,0.9833333333333333,0.0,0.0,0.0,0.0
0.00625,0.9916666666666667,0.0,0.0,0.0,0.0
0.0125,0.0,0.0,0.0,0.0,0.0
0.0125,0.008333333333333333,0.0,0.0,0.0,0.0
0.0125,0.016666666666666666,0.0,0.0,0.0,0.0
0.0125,0.025,0.0,0.0,0.0,0.0
0.0125,0.03333333333333333,0.0,0.0,0.0,0.0
0.0125,0.041666666666666664,0.0,0.0,0.0,0.0
0.0125,0.05,0.0,0.0,0.0,0.0
0.0125,0.058333333333333334,0.0,0.0,0.0,0.0
0.0125,0.06666666666666667,0.0,0.0,0.0,0.0
0.0125,0.075,0.0,0.0,0.0,0.0
0.0125,0.08333333333333333,0.0,0.0,0.0,0.0
0.0125,0.09166666666666666,0.0,0.0,0.0,0.0
0.0125,0.1,0.0,0.0,0.0,0.0
0.0125,0.10833333333333334,0.0,0.0,0.0,0.0
0.0125,0.11666666666666667,0.0,0.0,0.0,0.0
0.0125,0.125,0.0,0.0,0.0,0.0
0.0125,0.13333333333333333,0.0,0.0,0.0,0.0
0.0125,0.14166666666666666,0.0,0.0,0.0,0.0
0.0125,0.15,0.0,0.0,0.0,0.0
0.0125,0.15833333333333333,0.0,0.0,0.0,0.0
0.0125,0.16666666666666666,0.0,0.0,0.0,0.0
0.0125,0.175,0.0,0.0,0.0,0.0
0.0125,0.18333333333333332,0.0,0.0,0.0,0.0
0.0125,0.19166666666666668,0.0,0.0,0.0,0.0
0.0125,0.2,0.0,0.0,0.0,0.0
0.0125,0.20833333333333334,0.0,0.0,0.0,0.0
0.0125,0.21666666666666667,0.0,0.0,0.0,0.0
0.0125,0.225,0.0,0.0,0.0,0.0
0.0125,0.23333333333333334,0.0,0.0,0.0,0.0
0.0125,0.24166666666666667,0.0,0.0,0.0,0.0
0.0125,0.25,0.0,0.0,0.0,0.0
0.0125,0.25833333333333336,0.0,0.0,0.0,0.0
0.0125,0.26666666666666666,0.0,0.0,0.0,0.0
0.0125,0.275,0.0,0.0,0.0,0.0
0.0125,0.2833333333333333,0.0,0.0,0.0,0.0
0.0125,0.2916666666666667,0.0,0.0,0.0,0.0
0.0125,0.3,0.0,0.0,0.0,0.0
0.0125,0.30833333333333335,0.0,0.0,0.0,0.0
0.0125,0.31666666666666665,0.0,0.0,0.0,0.0
0.0125,0.325,0.0,0.0,0.0,0.0
0.0125,0.3333333333333333,0.0,0.0,0.0,0.0
0.0125,0.3416666666666667,0.0,0.0,0.0,0.0
0.0125,0.35,0.0,0.0,0.0,0.0
0.0125,0.35833333333333334,0.0,0.0,0.0,0.0
0.0125,0.36666666666666664,0.0,0.0,0.0,0.0
0.0125,0.375,0.0,0.0,0.0,0.0
0.0125,0.38333333333333336,0.0,0.0,0.0,0.0
0.0125,0.39166666666666666,0.0,0.0,0.0,0.0
0.0125,0.4,0.0,0.0,0.0,0.0
0.0125,0.4083333333333333,0.0,0.0,0.0,0.0
0.0125,0.4166666666666667,0.0,0.0,0.0,0.0
0.0125,0.425,0.0,0.0,0.0,0.0
0.0125,0.43333333333333335,0.0,0.0,0.0,0.0
0.0125,0.44166666666666665,0.0,0.0,0.0,0.0
0.0125,0.45,0.0,0.0,0.0,0.0
0.0125,0.4583333333333333,0.0,0.0,0.0,0.0
0.0125,0.4666666666666667,0.0,0.0,0.0,0.0
0.0125,0.475,0.0,0.0,0.0,0.0
0.0125,0.48333333333333334,0.0,0.0,0.0,0.0
0.0125,0.49166666666666664,0.0,0.0,0.0,0.0
0.0125,0.5,0.0,0.0,0.0,0.0
0.0125,0.5083333333333333,0.0,0.0,0.0,0.0
0.0125,0.5166666666666667,0.0,0.0,0.0,0.0
0.0125,0.525,0.0,0.0,0.0,0.0
0.0125,0.5333333333333333,0.0,0.0,0.0,0.0
0.0125,0.5416666666666666,0.0,0.0,0.0,0.0
0.0125,0.55,0.0,0.0,0.0,0.0
0.0125,0.5583333333333333,0.0,0.0,0.0,0.0
0.0125,0.5666666666666667,0.0,0.0,0.0,0.0
0.0125,0.575,0.0,0.0,0.0,0.0
0.0125,0.5833333333333334,0.0,0.0,0.0,0.0
0.0125,0.5916666666666667,0.0,0.0,0.0,0.0
0.0125,0.6,0.0,0.0,0.0,0.0
0.0125,0.6083333333333333,0.0,0.0,0.0,0.0
0.0125,0.6166666666666667,0.0,0.0,0.0,0.0
0.0125,0.625,0.0,0.0,0.0,0.0
0.0125,0.6333333333333333,0.0,0.0,0.0,0.0
0.0125,0.6416666666666667,0.0,0.0,0.0,0.0
0.0125,0.65,0.0,0.0,0.0,0.0
0.0125,0.6583333333333333,0.0,0.0,0.0,0.0
0.0125,0.6666666666666666,0.0,0.0,0.0,0.0
0.0125,0.675,0.0,0.0,0.0,0.0
0.0125,0.6833333333333333,0.0,0.0,0.0,0.0
0.0125,0.6916666666666667,0.0,0.0,0.0,0.0
0.0125,0.7,0.0,0.0,0.0,0.0
0.0125,0.7083333333333334,0.0,0.0,0.0,0.0
0.0125,0.7166666666666667,0.0,0.0,0.0,0.0
0.0125,0.725,0.0,0.0,0.0,0.0
0.0125,0.7333333333333333,0.0,0.0,0.0,0.0
0.0125,0.7416666666666667,0.0,0.0,0.0,0.0
0.0125,0.75,0.0,0.0,0.0,0.0
0.0125,0.7583333333333333,0.0,0.0,0.0,0.0
0.0125,0.7666666666666667,0.0,0.0,0.0,0.0
0.0125,0.775,0.0,0.0,0.0,0.0
0.0125,0.7833333333333333,0.0,0.0,0.0,0.0
0.0125,0.7916666666666666,0.0,0.0,0.0,0.0
0.0125,0.8,0.0,0.0,0.0,0.0
0.0125,0.8083333333333333,0.0,0.0,0.0,0.0
0.0125,0.8166666666666667,0.0,0.0,0.0,0.0
0.0125,0.825,0.0,0.0,0.0,0.0
0.0125,0.8333333333333334,0.0,0.0,0.0,0.0
0.0125,0.8416666666666667,0.0,0.0,0.0,0.0
0.0125,0.85,0.0,0.0,0.0,0.0
0.0125,0.8583333333333333,0.0,0.0,0.0,0.0
0.0125,0.8666666666666667,0.0,0.0,0.0,0.0
0.0125,0.875,0.0,0.0,0.0,0.0
0.0125,0.8833333333333333,0.0,0.0,0.0,0.0
0.0125,0.8916666666666667,0.0,0.0,0.0,0.0
0.0125,0.9,0.0,0.0,0.0,0.0
0.0125,0.9083333333333333,0.0,0.0,0.0,0.0
0.0125,0.9166666666666666,0.0,0.0,0.0,0.0
0.0125,0.925,0.0,0.0,0.0,0.0
0.0125,0.9333333333333333,0.0,0.0,0.0,0.0
0.0125,0.9416666666666667,0.0,0.0,0.0,0.0
0.0125,0.95,0.0,0.0,0.0,0.0
0.0125,0.9583333333333334,0.0,0.0,0.0,0.0
0.0125,0.9666666666666667,0.0,0.0,0.0,0.0
0.0125,0.975,0.0,0.0,0.0,0.0
0.0125,0.9833333333333333,0.0,0.0,0.0,0.0
0.0125,0.9916666666666667,0.0,0.0,0.0,0.0
0.01875,0.0,0.0,0.0,0.0,0.0
0.01875,0.008333333333333333,0.0,0.0,0.0,0.0
0.01875,0.016666666666666666,0.0,0.0,0.0,0.0
0.01875,0.025,0.0,0.0,0.0,0.0
0.01875,0.03333333333333333,0.0,0.0,0.0,0.0
0.01875,0.041666666666666664,0.0,0.0,0.0,0.0
0.01875,0.05,0.0,0.0,0.0,0.0
0.01875,0.058333333333333334,0.0,0.0,0.0,0.0
0.01875,0.06666666666666667,0.0,0.0,0.0,0.0
0.01875,0.075,0.0,0.0,0.0,0.0
0.01875,0.08333333333333333,0.0,0.0,0.0,0.0
0.01875,0.09166666666666666,0.0,0.0,0.0,0.0
0.01875,0.1,0.0,0.0,0.0,0.0
0.01875,0.10833333333333334,0.0,0.0,0.0,0.0
0.01875,0.11666666666666667,0.0,0.0,0.0,0.0
0.01875,0.125,0.0,0.0,0.0,0.0
0.01875,0.13333333333333333,0.0,0.0,0.0,0.0
0.01875,0.14166666666666666,0.0,0.0,0.0,0.0
0.01875,0.15,0.0,0.0,0.0,0.0
0.01875,0.15833333333333333,0.0,0.0,0.0,0.0
0.01875,0.16666666666666666,0.0,0.0,0.0,0.0
0.01875,0.175,0.0,0.0,0.0,0.0
0.01875,0.18333333333333332,0.0,0.0,0.0,0.0
0.01875,0.19166666666666668,0.0,0.0,0.0,0.0
0.01875,0.2,0.0,0.0,0.0,0.0
0.01875,0.20833333333333334,0.0,0.0,0.0,0.0
0.01875,0.21666666666666667,0.0,0.0,0.0,0.0
0.01875,0.225,0.0,0.0,0.0,0.0
0.01875,0.23333333333333334,0.0,0.0,0.0,0.0
0.01875,0.24166666666666667,0.0,0.0,0.0,0.0
0.01875,0.25,0.0,0.0,0.0,0.0
0.01875,0.25833333333333336,0.0,0.0,0.0,0.0
0.01875,0.26666666666666666,0.0,0.0,0.0,0.0
0.01875,0.275,0.0,0.0,0.0,0.0
0.01875,0.2833333333333333,0.0,0.0,0.0,0.0
0.01875,0.2916666666666667,0.0,0.0,0.0,0.0
0.01875,0.3,0.0,0.0,0.0,0.0
0.01875,0.30833333333333335,0.0,0.0,0.0,0.0
0.01875,0.31666666666666665,0.0,0.0,0.0,0.0
0.01875,0.325,0.0,0.0,0.0,0.0
0.01875,0.3333333333333333,0.0,0.0,0.0,0.0
0.01875,0.3416666666666667,0.0,0.0,0.0,0.0
0.01875,0.35,0.0,0.0,0.0,0.0
0.01875,0.35833333333333334,0.0,0.0,0.0,0.0
0.01875,0.36666666666666664,0.0,0.0,0.0,0.0
0.01875,0.375,0.0,0.0,0.0,0.0
0.01875,0.38333333333333336,0.0,0.0,0.0,0.0
0.01875,0.39166666666666666,0.0,0.0,0.0,0.0
0.01875,0.4,0.0,0.0,0.0,0.0
0.01875,0.4083333333333333,0.0,0.0,0.0,0.0
0.01875,0.4166666666666667,0.0,0.0,0.0,0.0
0.01875,0.425,0.0,0.0,0.0,0.0
0.01875,0.43333333333333335,0.0,0.0,0.0,0.0
0.01875,0.44166666666666665,0.0,0.0,0.0,0.0
0.01875,0.45,0.0,0.0,0.0,0.0
0.01875,0.4583333333333333,0.0,0.0,0.0,0.0
0.01875,0.4666666666666667,0.0,0.0,0.0,0.0
0.01875,0.475,0.0,0.0,0.0,0.0
0.01875,0.48333333333333334,0.0,0.0,0.0,0.0
0.01875,0.49166666666666664,0.0,0.0,0.0,0.0
0.01875,0.5,0.0,0.0,0.0,0.0
0.01875,0.5083333333333333,0.0,0.0,0.0,0.0
0.01875,0.5166666666666667,0.0,0.0,0.0,0.0
0.01875,0.525,0.0,0.0,0.0,0.0
0.01875,0.5333333333333333,0.0,0.0,0.0,0.0
0.01875,0.5416666666666666,0.0,0.0,0.0,0.0
0.01875,0.55,0.0,0.0,0.0,0.0
0.01875,0.5583333333333333,0.0,0.0,0.0,0.0
0.01875,0.5666666666666667,0.0,0.0,0.0,0.0
0.01875,0.575,0.0,0.0,0.0,0.0
0.01875,0.5833333333333334,0.0,0.0,0.0,0.0
0.01875,0.5916666666666667,0.0,0.0,0.0,0.0
0.01875,0.6,0.0,0.0,0.0,0.0
0.01875,0.6083333333333333,0.0,0.0,0.0,0.0
0.01875,0.6166666666666667,0.0,0.0,0.0,0.0
0.01875,0.625,0.0,0.0,0.0,0.0
0.01875,0.6333333333333333,0.0,0.0,0.0,0.0
0.01875,0.6416666666666667,0.0,0.0,0.0,0.0
0.01875,0.65,0.0,0.0,0.0,0.0
0.01875,0.6583333333333333,0.0,0.0,0.0,0.0
0.01875,0.6666666666666666,0.0,0.0,0.0,0.0
0.01875,0.675,0.0,0.0,0.0,0.0
0.01875,0.6833333333333333,0.0,0.0,0.0,0.0
0.01875,0.6916666666666667,0.0,0.0,0.0,0.0
0.01875,0.7,0.0,0.0,0.0,0.0
0.01875,0.7083333333333334,0.0,0.0,0.0,0.0
0.01875,0.7166666666666667,0.0,0.0,0.0,0.0
0.01875,0.725,0.0,0.0,0.0,0.0
0.01875,0.7333333333333333,0.0,0.0,0.0,0.0
0.01875,0.7416666666666667,0.0,0.0,0.0,0.0
0.01875,0.75,0.0,0.0,0.0,0.0
0.01875,0.7583333333333333,0.0,0.0,0.0,0.0
0.01875,0.7666666666666667,0.0,0.0,0.0,0.0
0.01875,0.775,0.0,0.0,0.0,0.0
0.01875,0.7833333333333333,0.0,0.0,0.0,0.0
0.01875,0.7916666666666666,0.0,0.0,0.0,0.0
0.01875,0.8,0.0,0.0,0.0,0.0
0.01875,0.8083333333333333,0.0,0.0,0.0,0.0
0.01875,0.8166666666666667,0.0,0.0,0.0,0.0
0.01875,0.825,0.0,0.0,0.0,0.0
0.01875,0.8333333333333334,0.0,0.0,0.0,0.0
0.01875,0.8416666666666667,0.0,0.0,0.0,0.0
0.01875,0.85,0.0,0.0,0.0,0.0
0.01875,0.8583333333333333,0.0,0.0,0.0,0.0
0.01875,0.8666666666666667,0.0,0.0,0.0,0.0
0.01875,0.875,0.0,0.0,0.0,0.0
0.01875,0.8833333333333333,0.0,0.0,0.0,0.0
0.01875,0.8916666666666667,0.0,0.0,0.0,0.0
0.01875,0.9,0.0,0.0,0.0,0.0
0.01875,0.9083333333333333,0.0,0.0,0.0,0.0
0.01875,0.9166666666666666,0.0,0.0,0.0,0.0
0.01875,0.925,0.0,0.0,0.0,0.0
0.01875,0.9333333333333333,0.0,0.0,0.0,0.0
0.01875,0.9416666666666667,0.0,0.0,0.0,0.0
0.01875,0.95,0.0,0.0,0.0,0.0
0.01875,0.9583333333333334,0.0,0.0,0.0,0.0
0.01875,0.9666666666666667,0.0,0.0,0.0,0.0
0.01875,0.975,0.0,0.0,0.0,0.0
0.01875,0.9833333333333333,0.0,0.0,0.0,0.0
0.01875,0.9916666666666667,0.0,0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0
0.025,0.008333333333333333,0.0,0.0,0.0,0.0
0.025,0.016666666666666666,0.0,0.0,0.0,0.0
0.025,0.025,0.0,0.0,0.0,0.0
0.025,0.03333333333333333,0.0,0.0,0.0,0.0
0.025,0.041666666666666664,0.0,0.0,0.0,0.0
0.025,0.05,0.0,0.0,0.0,0.0
0.025,0.058333333333333334,0.0,0.0,0.0,0.0
0.025,0.06666666666666667,0.0,0.0,0.0,0.0
0.025,0.075,0.0,0.0,0.0,0.0
0.025,0.08333333333333333,0.0,0.0,0.0,0.0
0.025,0.09166666666666666,0.0,0.0,0.0,0.0
0.025,0.1,0.0,0.0,0.0,0.0
0.025,0.10833333333333334,0.0,0.0,0.0,0.0
0.025,0.11666666666666667,0.0,0.0,0.0,0.0
0.025,0.125,0.0,0.0,0.0,0.0
0.025,0.13333333333333333,0.0,0.0,0.0,0.0
0.025,0.14166666666666666,0.0,0.0,0.0,0.0
